subject,trial,block,group,corrRT
3103,8,1,0,969
3103,9,1,0,422
3103,10,1,0,513
3103,11,1,0,969
3103,12,1,0,765
3103,13,1,0,1160
3103,14,1,0,661
3103,15,1,0,790
3103,16,1,0,866
3103,17,1,0,676
3103,18,1,0,611
3103,19,1,0,651
3103,20,1,0,696
3103,21,1,0,607
3103,22,1,0,581
3103,23,1,0,687
3103,24,1,0,569
3103,25,1,0,861
3103,26,1,0,968
3103,27,1,0,953
3103,28,1,0,538
3103,29,1,0,1166
3103,30,1,0,719.4270833
3103,31,1,0,830
3103,32,1,0,727
3103,33,1,0,706
3103,34,1,0,876
3103,35,1,0,634
3103,36,1,0,1074
3103,37,1,0,867
3103,38,1,0,527
3103,39,1,0,502
3103,40,1,0,904
3103,41,1,0,800
3103,42,1,0,570
3103,43,1,0,596
3103,44,1,0,611
3103,45,1,0,465
3103,46,1,0,639
3103,47,1,0,664
3103,48,1,0,945
3103,1,2,0,788
3103,2,2,0,1222
3103,3,2,0,687
3103,4,2,0,765
3103,5,2,0,592
3103,6,2,0,544
3103,7,2,0,816
3103,8,2,0,1209
3103,9,2,0,650
3103,10,2,0,719.4270833
3103,11,2,0,857
3103,12,2,0,511
3103,13,2,0,598
3103,14,2,0,606
3103,15,2,0,402
3103,16,2,0,894
3103,17,2,0,399
3103,18,2,0,677
3103,19,2,0,898
3103,20,2,0,827
3103,21,2,0,1057
3103,22,2,0,753
3103,23,2,0,568
3103,24,2,0,777
3103,25,2,0,642
3103,26,2,0,643
3103,27,2,0,484
3103,28,2,0,722
3103,29,2,0,849
3103,30,2,0,784
3103,31,2,0,787
3103,32,2,0,719.4270833
3103,33,2,0,842
3103,34,2,0,795
3103,35,2,0,1378
3103,36,2,0,532
3103,37,2,0,415
3103,38,2,0,616
3103,39,2,0,369
3103,41,2,0,645
3103,42,2,0,697
3103,43,2,0,966
3103,44,2,0,811
3103,45,2,0,510
3103,46,2,0,721
3103,47,2,0,450
3103,48,2,0,760
3103,1,3,0,619
3103,2,3,0,573
3103,3,3,0,539
3103,4,3,0,552
3103,5,3,0,643
3103,6,3,0,805
3103,7,3,0,731
3103,8,3,0,627
3103,9,3,0,831
3103,10,3,0,1013
3103,11,3,0,932
3103,12,3,0,609
3103,13,3,0,796
3103,14,3,0,556
3103,15,3,0,557
3103,16,3,0,522
3103,17,3,0,916
3103,18,3,0,790
3103,19,3,0,779
3103,20,3,0,660
3103,21,3,0,651
3103,22,3,0,1086
3103,23,3,0,746
3103,24,3,0,1054
3103,25,3,0,887
3103,26,3,0,712
3103,27,3,0,948
3103,28,3,0,989
3103,29,3,0,630
3103,30,3,0,636
3103,31,3,0,540
3103,32,3,0,608
3103,33,3,0,902
3103,34,3,0,480
3103,35,3,0,719.4270833
3103,36,3,0,650
3103,37,3,0,655
3103,38,3,0,757
3103,39,3,0,655
3103,40,3,0,620
3103,41,3,0,586
3103,42,3,0,594
3103,43,3,0,571
3103,44,3,0,588
3103,45,3,0,785
3103,46,3,0,514
3103,47,3,0,585
3103,48,3,0,861
3103,1,4,0,1378
3103,2,4,0,570
3103,3,4,0,788
3103,4,4,0,719.4270833
3103,5,4,0,888
3103,6,4,0,817
3103,7,4,0,599
3103,8,4,0,527
3103,9,4,0,758
3103,10,4,0,661
3103,11,4,0,526
3103,12,4,0,667
3103,13,4,0,463
3103,14,4,0,395
3103,15,4,0,805
3103,16,4,0,884
3103,17,4,0,679
3103,18,4,0,599
3103,19,4,0,542
3103,20,4,0,933
3103,21,4,0,987
3103,22,4,0,801
3103,23,4,0,597
3103,24,4,0,610
3103,25,4,0,909
3103,26,4,0,569
3103,27,4,0,551
3103,28,4,0,626
3103,29,4,0,717
3103,30,4,0,182
3103,31,4,0,791
3103,32,4,0,698
3103,33,4,0,635
3103,34,4,0,587
3103,35,4,0,742
3103,36,4,0,517
3103,37,4,0,491
3103,38,4,0,775
3103,39,4,0,559
3103,40,4,0,517
3103,41,4,0,645
3103,42,4,0,603
3103,43,4,0,691
3103,44,4,0,552
3103,45,4,0,944
3103,46,4,0,970
3103,47,4,0,448
3103,48,4,0,838
3103,1,5,0,856
3103,2,5,0,961
3103,3,5,0,587
3103,4,5,0,747
3103,5,5,0,657
3103,6,5,0,647
3103,7,5,0,593
3103,8,5,0,599
3103,9,5,0,595
3103,10,5,0,991
3103,11,5,0,731
3103,12,5,0,539
3103,13,5,0,810
3103,14,5,0,471
3103,15,5,0,712
3103,16,5,0,811
3103,17,5,0,613
3103,18,5,0,647
3103,19,5,0,896
3103,20,5,0,658
3103,21,5,0,716
3103,22,5,0,473
3103,23,5,0,676
3103,24,5,0,676
3103,25,5,0,890
3103,26,5,0,566
3103,27,5,0,687
3103,28,5,0,440
3103,29,5,0,490
3103,30,5,0,663
3103,31,5,0,782
3103,32,5,0,585
3103,33,5,0,707
3103,34,5,0,997
3103,35,5,0,573
3103,36,5,0,581
3103,37,5,0,583
3103,38,5,0,527
3103,39,5,0,534
3103,40,5,0,526
3103,41,5,0,455
3103,42,5,0,498
3103,43,5,0,660
3103,44,5,0,462
3103,45,5,0,659
3103,46,5,0,634
3103,47,5,0,750
3103,48,5,0,647
3103,1,6,0,1018
3103,2,6,0,679
3103,3,6,0,458
3103,4,6,0,778
3103,5,6,0,737
3103,6,6,0,660
3103,7,6,0,470
3103,8,6,0,621
3103,9,6,0,731
3103,10,6,0,1098
3103,11,6,0,622
3103,12,6,0,640
3103,13,6,0,671
3103,14,6,0,837
3103,15,6,0,746
3103,16,6,0,520
3103,17,6,0,898
3103,18,6,0,513
3103,19,6,0,610
3103,20,6,0,409
3103,21,6,0,538
3103,22,6,0,624
3103,23,6,0,649
3103,24,6,0,744
3103,25,6,0,579
3103,26,6,0,574
3103,27,6,0,843
3103,28,6,0,829
3103,29,6,0,545
3103,30,6,0,529
3103,31,6,0,641
3103,32,6,0,654
3103,33,6,0,693
3103,34,6,0,536
3103,35,6,0,560
3103,36,6,0,773
3103,37,6,0,1057
3103,38,6,0,956
3103,39,6,0,545
3103,40,6,0,596
3103,41,6,0,520
3103,42,6,0,936
3103,43,6,0,713
3103,44,6,0,488
3103,45,6,0,519
3103,46,6,0,764
3103,47,6,0,666
3103,48,6,0,636
3104,1,1,0,475
3104,2,1,0,526
3104,3,1,0,395
3104,4,1,0,415
3104,5,1,0,452
3104,6,1,0,470
3104,7,1,0,370
3104,8,1,0,455
3104,9,1,0,412
3104,10,1,0,375
3104,11,1,0,348
3104,12,1,0,453
3104,13,1,0,368
3104,14,1,0,360
3104,15,1,0,449
3104,17,1,0,448
3104,18,1,0,512
3104,19,1,0,450
3104,20,1,0,457
3104,21,1,0,464
3104,22,1,0,417
3104,23,1,0,486
3104,24,1,0,378
3104,25,1,0,448
3104,26,1,0,447
3104,27,1,0,464
3104,28,1,0,493
3104,29,1,0,360
3104,30,1,0,390
3104,31,1,0,451
3104,32,1,0,442
3104,33,1,0,371
3104,34,1,0,341
3104,35,1,0,374
3104,36,1,0,383
3104,37,1,0,383
3104,38,1,0,350
3104,39,1,0,413
3104,40,1,0,289
3104,41,1,0,420
3104,42,1,0,462
3104,44,1,0,395
3104,45,1,0,425
3104,46,1,0,386
3104,47,1,0,520
3104,48,1,0,543
3104,1,2,0,409
3104,2,2,0,442
3104,3,2,0,426
3104,4,2,0,498
3104,5,2,0,386
3104,6,2,0,449
3104,7,2,0,415.9375
3104,8,2,0,352
3104,9,2,0,401
3104,10,2,0,393
3104,11,2,0,465
3104,12,2,0,361
3104,13,2,0,368
3104,14,2,0,345
3104,15,2,0,368
3104,16,2,0,354
3104,17,2,0,433
3104,18,2,0,320
3104,19,2,0,461
3104,20,2,0,444
3104,21,2,0,418
3104,22,2,0,512
3104,23,2,0,417
3104,24,2,0,423
3104,25,2,0,478
3104,26,2,0,438
3104,27,2,0,372
3104,28,2,0,462
3104,29,2,0,449
3104,30,2,0,434
3104,31,2,0,544
3104,32,2,0,529
3104,33,2,0,404
3104,34,2,0,523
3104,35,2,0,376
3104,36,2,0,449
3104,37,2,0,335
3104,38,2,0,387
3104,39,2,0,355
3104,40,2,0,399
3104,41,2,0,427
3104,42,2,0,355
3104,43,2,0,493
3104,44,2,0,510
3104,45,2,0,334
3104,46,2,0,347
3104,47,2,0,437
3104,48,2,0,383
3104,1,3,0,475
3104,2,3,0,422
3104,3,3,0,366
3104,4,3,0,489
3104,5,3,0,501
3104,6,3,0,423
3104,7,3,0,381
3104,8,3,0,359
3104,9,3,0,399
3104,10,3,0,391
3104,11,3,0,363
3104,13,3,0,420
3104,14,3,0,523
3104,15,3,0,442
3104,16,3,0,434
3104,17,3,0,429
3104,18,3,0,434
3104,19,3,0,399
3104,20,3,0,412
3104,21,3,0,466
3104,22,3,0,377
3104,23,3,0,474
3104,24,3,0,390
3104,25,3,0,436
3104,26,3,0,401
3104,27,3,0,438
3104,28,3,0,372
3104,29,3,0,363
3104,30,3,0,386
3104,31,3,0,403
3104,32,3,0,519
3104,33,3,0,325
3104,34,3,0,335
3104,35,3,0,395
3104,36,3,0,347
3104,37,3,0,378
3104,38,3,0,387
3104,39,3,0,300
3104,40,3,0,445
3104,41,3,0,522
3104,42,3,0,362
3104,43,3,0,386
3104,44,3,0,428
3104,45,3,0,377
3104,47,3,0,415
3104,48,3,0,560
3104,1,4,0,524
3104,2,4,0,397
3104,3,4,0,477
3104,4,4,0,367
3104,5,4,0,427
3104,6,4,0,411
3104,7,4,0,341
3104,8,4,0,474
3104,9,4,0,415.9375
3104,10,4,0,495
3104,11,4,0,437
3104,12,4,0,414
3104,13,4,0,385
3104,14,4,0,395
3104,15,4,0,367
3104,16,4,0,409
3104,17,4,0,440
3104,18,4,0,384
3104,19,4,0,323
3104,20,4,0,484
3104,21,4,0,398
3104,22,4,0,345
3104,23,4,0,388
3104,24,4,0,348
3104,26,4,0,419
3104,27,4,0,415.9375
3104,28,4,0,466
3104,29,4,0,384
3104,30,4,0,424
3104,31,4,0,446
3104,32,4,0,515
3104,33,4,0,409
3104,34,4,0,381
3104,35,4,0,390
3104,36,4,0,480
3104,37,4,0,403
3104,38,4,0,363
3104,39,4,0,391
3104,40,4,0,365
3104,41,4,0,358
3104,42,4,0,435
3104,43,4,0,372
3104,44,4,0,360
3104,45,4,0,407
3104,46,4,0,359
3104,47,4,0,409
3104,48,4,0,459
3104,1,5,0,397
3104,2,5,0,451
3104,3,5,0,414
3104,4,5,0,437
3104,5,5,0,451
3104,6,5,0,369
3104,7,5,0,416
3104,8,5,0,486
3104,9,5,0,395
3104,10,5,0,449
3104,11,5,0,463
3104,12,5,0,512
3104,13,5,0,333
3104,14,5,0,401
3104,15,5,0,431
3104,16,5,0,395
3104,17,5,0,471
3104,18,5,0,374
3104,19,5,0,320
3104,20,5,0,377
3104,22,5,0,373
3104,23,5,0,457
3104,24,5,0,492
3104,25,5,0,401
3104,26,5,0,326
3104,27,5,0,509
3104,28,5,0,366
3104,29,5,0,384
3104,30,5,0,441
3104,31,5,0,382
3104,32,5,0,359
3104,33,5,0,392
3104,34,5,0,390
3104,35,5,0,356
3104,37,5,0,359
3104,38,5,0,388
3104,39,5,0,397
3104,40,5,0,506
3104,41,5,0,461
3104,42,5,0,492
3104,43,5,0,363
3104,44,5,0,384
3104,45,5,0,496
3104,46,5,0,479
3104,47,5,0,426
3104,48,5,0,417
3104,2,6,0,417
3104,3,6,0,338
3104,4,6,0,366
3104,5,6,0,447
3104,6,6,0,365
3104,7,6,0,384
3104,8,6,0,398
3104,9,6,0,481
3104,10,6,0,450
3104,11,6,0,420
3104,12,6,0,432
3104,13,6,0,329
3104,14,6,0,399
3104,15,6,0,383
3104,17,6,0,436
3104,18,6,0,438
3104,19,6,0,454
3104,20,6,0,460
3104,21,6,0,412
3104,22,6,0,519
3104,23,6,0,465
3104,24,6,0,328
3104,25,6,0,413
3104,26,6,0,329
3104,27,6,0,362
3104,28,6,0,283
3104,29,6,0,380
3104,30,6,0,441
3104,31,6,0,453
3104,32,6,0,394
3104,33,6,0,449
3104,34,6,0,366
3104,35,6,0,345
3104,36,6,0,306
3104,37,6,0,401
3104,39,6,0,431
3104,40,6,0,349
3104,41,6,0,541
3104,42,6,0,462
3104,43,6,0,468
3104,44,6,0,457
3104,45,6,0,393
3104,46,6,0,390
3104,47,6,0,445
3104,48,6,0,434
3191,1,1,0,1310
3191,2,1,0,664
3191,3,1,0,769
3191,4,1,0,1359
3191,5,1,0,744
3191,6,1,0,582
3191,7,1,0,638
3191,8,1,0,690
3191,9,1,0,794
3191,10,1,0,856
3191,11,1,0,764
3191,12,1,0,879
3191,13,1,0,698
3191,14,1,0,976
3191,15,1,0,841
3191,16,1,0,865
3191,17,1,0,601
3191,18,1,0,730
3191,19,1,0,626
3191,20,1,0,664
3191,21,1,0,1136
3191,22,1,0,894
3191,23,1,0,891
3191,24,1,0,904
3191,25,1,0,628
3191,26,1,0,543
3191,27,1,0,929
3191,28,1,0,846
3191,29,1,0,733
3191,30,1,0,879
3191,31,1,0,729
3191,32,1,0,673
3191,33,1,0,593
3191,34,1,0,1381
3191,35,1,0,1101
3191,36,1,0,873
3191,37,1,0,687
3191,38,1,0,1344
3191,39,1,0,686
3191,40,1,0,600
3191,41,1,0,681
3191,42,1,0,958
3191,43,1,0,937
3191,44,1,0,1125
3191,45,1,0,1233
3191,46,1,0,809
3191,47,1,0,879
3191,48,1,0,606
3191,1,2,0,867.3923611
3191,2,2,0,1540
3191,3,2,0,1029
3191,4,2,0,666
3191,5,2,0,720
3191,6,2,0,683
3191,7,2,0,754
3191,8,2,0,1291
3191,9,2,0,868
3191,10,2,0,1132
3191,11,2,0,852
3191,12,2,0,893
3191,13,2,0,738
3191,14,2,0,861
3191,15,2,0,574
3191,16,2,0,906
3191,17,2,0,1365
3191,18,2,0,1064
3191,19,2,0,681
3191,20,2,0,848
3191,21,2,0,1098
3191,22,2,0,919
3191,23,2,0,874
3191,24,2,0,1330
3191,25,2,0,951
3191,26,2,0,990
3191,27,2,0,1166
3191,28,2,0,1002
3191,29,2,0,744
3191,30,2,0,1237
3191,31,2,0,864
3191,32,2,0,1204
3191,33,2,0,1006
3191,34,2,0,1236
3191,35,2,0,910
3191,36,2,0,765
3191,37,2,0,1089
3191,38,2,0,825
3191,39,2,0,1127
3191,40,2,0,636
3191,41,2,0,1102
3191,42,2,0,666
3191,43,2,0,636
3191,44,2,0,1138
3191,45,2,0,702
3191,46,2,0,506
3191,47,2,0,747
3191,48,2,0,834
3191,1,3,0,1179
3191,2,3,0,688
3191,3,3,0,1050
3191,4,3,0,1329
3191,5,3,0,1241
3191,6,3,0,1183
3191,7,3,0,816
3191,8,3,0,892
3191,9,3,0,777
3191,10,3,0,688
3191,11,3,0,562
3191,12,3,0,831
3191,13,3,0,857
3191,14,3,0,661
3191,15,3,0,1155
3191,16,3,0,633
3191,17,3,0,674
3191,18,3,0,1027
3191,19,3,0,812
3191,20,3,0,869
3191,22,3,0,1079
3191,23,3,0,737
3191,24,3,0,916
3191,25,3,0,875
3191,26,3,0,813
3191,27,3,0,785
3191,28,3,0,915
3191,29,3,0,867.3923611
3191,30,3,0,759
3191,31,3,0,878
3191,32,3,0,820
3191,33,3,0,698
3191,34,3,0,678
3191,35,3,0,676
3191,36,3,0,852
3191,37,3,0,782
3191,38,3,0,793
3191,39,3,0,905
3191,40,3,0,822
3191,41,3,0,636
3191,42,3,0,913
3191,43,3,0,962
3191,44,3,0,950
3191,45,3,0,654
3191,46,3,0,657
3191,47,3,0,676
3191,48,3,0,606
3191,1,4,0,1511
